local_row,local_split,local_id,ref_row,ref_id,dist
8474,train,1abd597fc1b12343,7064,4151cd,2e-06
6580,train,219ace6b44a78363,6154,c57bac,2e-06
8554,train,620fc40025a5a75c,6105,5ff27e,2e-06
4358,train,b0547b5205230cca,4794,cf23eb,2e-06
2590,train,69cb8b21449dfbe5,1347,bb8ce7,2e-06
1203,train,fa59dcdb6be33ae2,6845,5a6105,2e-06
14415,train,32ec0688c9bfe72e,4552,a6617f,2e-06
13310,train,7a2204404c5aa608,967,f8fd1b,2e-06
10864,train,44d19820bd5e3fe4,14446,b99435,2e-06
1441,train,16adfd1bece0e231,2235,14570d,2e-06
11812,train,ec923ab83034bfe2,12878,e3684d,2e-06
2039,train,896dc50cccf06123,4848,eeee77,2e-06
5085,train,48e8f1bf4671e37a,2089,ee77a1,2e-06
12683,train,3c0ecfd985277f32,3552,f7724c,2e-06
10611,train,86e95e0aff8d2828,13410,16eb62,2e-06
12082,train,6959c24197b9b71f,7486,a1238e,2e-06
8698,train,586577547bba0c3d,6297,d1e777,2e-06
981,train,bed45f50028f02d2,3271,e3f53f,2e-06
12871,train,86e943459432edb4,7353,ef67e6,2e-06
4762,train,ba94e74d4d383031,9270,c4c2a6,2e-06
6388,train,d2b3272efd55b310,12668,56c50a,2e-06
8536,train,4f86a2cf7c7d2929,7208,ee5c64,2e-06
3567,train,38b326cb77825b94,8887,b14d35,2e-06
13254,train,9c145d86d824d5b2,7146,2595ef,2e-06
5124,train,74281a72d5b92240,3210,248a47,2e-06
8050,train,e7b592dace03a6db,4678,9b8626,2e-06
6592,train,5ceb04db1528a692,4618,664eee,2e-06
14176,train,6216fad358c615b1,2787,476da7,2e-06
4408,train,40681d8e14f13c96,10059,aefb3c,2e-06
1224,train,05eabd50f6a69a1b,8605,52fc6b,2e-06
12242,train,1a26cb300eaacf19,4947,72e715,2e-06
8711,train,b36d806407102e19,526,0a2665,2e-06
11692,train,927730138d1c6a24,9822,752df7,2e-06
13424,train,8c9cf3da18c53933,9558,e65935,2e-06
11475,train,7e428bab5dd9bf0c,11683,259e52,2e-06
11477,train,fc84f149491a9a5a,12036,c2df1b,2e-06
6394,train,6348c448f501c929,7468,6a3765,2e-06
9407,train,fb8073dd82955523,14218,aa290a,2e-06
13412,train,00f8abc3c5e6538b,11115,7536f8,2e-06
7499,train,8be97f5ed46a1e5d,3803,ff1e72,2e-06
12547,train,fffb9f8b6107d4f8,1176,707f6c,2e-06
4027,train,b758f10408e559a8,1548,f6081b,2e-06
13386,train,04b6df0e0425f39c,2534,21dd33,2e-06
3965,train,d813e7c150b3bd13,2094,76cded,2e-06
13228,train,ad5d3d47d096ecf0,6049,04a6cc,2e-06
13854,train,43d7332b4df19072,2971,dfccb0,2e-06
8605,train,f7dc3ea7e046d33f,3914,90f803,2e-06
6421,train,bb85d7a62384afa4,7618,86460f,2e-06
7678,train,15c7d2222eb8931c,8372,6e7488,2e-06
12901,train,8ce608b673d78a31,5455,bad9ab,2e-06
8935,train,b41d083a6fa02d1e,3584,840aa3,2e-06
7298,train,a218dbabf0ece9b4,7699,1f9f2f,2e-06
13483,train,9fc9d00ae1755a2a,13177,7b5159,2e-06
5416,train,272de9b94aadfd60,6811,7be34a,2e-06
3045,train,82fb57246385c690,10608,09c140,2e-06
13277,train,96df0f3c5b5ccfec,12019,e05e7c,2e-06
9992,train,44cf2fbc45ad3d1c,9085,360a8b,2e-06
14404,train,2132d43c14016b1b,706,1e2519,2e-06
14402,train,955c9de26d74a780,12583,4c583f,2e-06
9148,train,af58a275bc203298,6395,ce528d,2e-06
11034,train,40faa518b3a72cf2,8557,1661e7,2e-06
57,train,bc1177e5c152bb74,5244,998979,2e-06
7704,train,d1067f3473fc60bc,2616,817612,2e-06
487,train,2f86b90527a0337c,12839,48b721,2e-06
2983,train,1a1ebfda007dc09a,10844,22c7d6,2e-06
1980,train,852298dd659ce29c,8732,d2c542,2e-06
6065,train,14dc64d3926664f0,6790,179c70,2e-06
968,train,ff2a5d2c1fe32654,1749,b13ba5,2e-06
4763,train,5c9347007cc2010d,6356,8bf980,2e-06
7842,train,64b39b5ab99e2fa1,11297,90cccf,2e-06
1005,train,2b4f884d1869b420,2627,88ca49,2e-06
2325,train,5affbea0975556b8,9053,2c88f4,2e-06
5471,train,c6f7cbe2459b9b3e,322,d7e676,2e-06
3787,train,2bd350fb9daacd0c,76,2daabe,2e-06
338,train,e0301ed9f47e2491,3150,8dada6,2e-06
7102,train,e4d422188c49b210,7584,e5d4ca,2e-06
2330,train,8de2e0f23da1929d,3097,1bc5c5,2e-06
8464,train,601edb7b65d2ae58,9553,70a80c,2e-06
5310,train,72b12fe0b1cd62e4,12631,b8072a,2e-06
11439,train,a6482da70269086f,11079,970603,2e-06
9367,train,19436a6468c804ec,10068,efb991,2e-06
1679,train,7fbcb8c7a58ec783,12581,e8b300,2e-06
8673,train,9b165dc52ae079a8,3754,a41b7f,2e-06
11277,train,98cbbbad23115b75,3653,72b3e7,2e-06
183,train,e6928ef6178d3da0,4878,49b3a8,2e-06
7086,train,423caec74e27756b,9800,61ecde,2e-06
6640,train,9e3249934921bcb0,3715,875c20,2e-06
1483,train,5e55e6165bbabdb6,6428,0397b4,2e-06
250,train,bcd8dbc98fc63dc3,3452,fd57af,2e-06
5759,train,f860e608681fd54b,6497,e8a48d,2e-06
11077,train,4382814c8c2332d7,66,e85ed0,2e-06
5049,train,4a04d84242104985,14182,914dda,2e-06
14723,train,7dc5be8c0efc2117,951,428b83,2e-06
6713,train,d8355942c370c26a,2414,071e13,2e-06
454,train,92d390bf299e08fb,14003,225577,2e-06
7095,train,bff22891b681e2d5,4044,a6c9e2,2e-06
5308,train,7a5d561efa3d7732,5718,4de3e0,2e-06
4281,train,43c4b356c8f44382,4640,caab3d,2e-06
2371,train,0aca8ed27d5331d8,65,3dea9a,2e-06
14587,train,d526d53a6f431ccd,3293,052573,2e-06
5082,train,c1a48cc71c996a94,12147,553390,2e-06
13215,train,1cd0bbe573ca06f5,755,86b645,2e-06
2037,train,2ed201ec7be9cc79,29,7e387f,2e-06
14554,train,cc1666f635d00848,10281,edda26,2e-06
945,train,4623d022e40b4b1b,4600,e01b81,2e-06
3935,train,05ae9cb81d79868a,11109,7a34b7,2e-06
10369,train,6fa43c8170e7633c,13711,fe0f13,2e-06
3840,train,d7a4813b51a837ef,2274,fbc392,2e-06
12176,train,3d8682475e2a819a,10424,3cce98,2e-06
2204,train,36237ce46917e2c5,1141,8bf247,2e-06
14877,train,cee278ed219bbbd6,2283,a8edcf,2e-06
11336,train,232e5772f79bc57f,11672,3c5390,2e-06
9406,train,e933fd869155b927,12924,4c6140,2e-06
1247,train,19840ea3f7c94155,1456,3a1a53,2e-06
1080,train,28d15c94d6e6a306,2300,458251,2e-06
9271,train,082d20876e878f93,8319,371e12,2e-06
5014,train,5a01b4bd3d539c96,6986,4241b3,2e-06
8576,train,af065bc7d23531dc,13903,0457e6,2e-06
12069,train,6ad3cacedce5ef6b,10238,c3a835,2e-06
11758,train,f9e5c49fa90dc79d,3506,0536d6,2e-06
2326,train,b0602e3f6a015203,10708,22aa91,2e-06
2485,train,3508b057addfa00e,2162,9e1c73,2e-06
8533,train,714770c3c12152f6,8995,1a0493,2e-06
12097,train,b583190834f66018,13804,988877,2e-06
3914,train,b6a84d85916b3a5c,7475,71d267,2e-06
11937,train,a7ec6758f14b903e,4367,10002e,2e-06
6725,train,573bb4468418d160,12341,34bc00,2e-06
13278,train,9653a441497ff88d,1467,787a04,2e-06
10518,train,1151ee92860421c3,7069,ae1c72,2e-06
8110,train,8021d37b4f4998ca,13135,751d47,2e-06
13472,train,2681231350076b88,11878,928063,2e-06
8795,train,f16273e0eafde8e5,13799,670b3b,2e-06
4746,train,3f472bbcc145367e,6692,f2053f,2e-06
9300,train,96633daebf011a2c,11968,f86d10,2e-06
6804,train,ea6042ef146c6f4e,6701,f66e17,2e-06
3557,train,a7ddf91ca63cc0ec,6225,27a0b0,2e-06
3340,train,8b7b781ec7454f0b,9321,13173e,2e-06
13553,train,ef21a7630a48d724,12599,ffa194,2e-06
5666,train,d8bb60b2a6fabf7d,11640,3446ed,2e-06
1521,train,daf73bd32ed3531b,13169,9a3169,2e-06
10795,train,eec594c1e2204096,9218,01d821,2e-06
12678,train,20982cec4d87c084,442,cfed8c,2e-06
11125,train,83fe878e64850456,13465,e7ea28,2e-06
4283,train,c92116cb445cc2ab,2076,bba3c0,2e-06
7394,train,23672a66e713357b,14425,62355f,2e-06
7248,train,4bbdcfba6ed43b71,9594,ea1319,2e-06
3479,train,4a28ef2a2b8bd1dc,2476,e817fb,2e-06
11659,train,4ec3d0b7d79ece1d,8850,149fae,2e-06
7333,train,9389242ffa4e3500,6580,3e0c29,2e-06
12044,train,2da66fb0e81d1f4a,12770,220f70,2e-06
1990,train,a6ac7d7f85a669e0,2096,173299,2e-06
8542,train,481ccfd430b83e6c,11139,a01d99,2e-06
11800,train,727a440981edb0ba,7961,7976bc,2e-06
4315,train,1bc66fe995d3d9f3,7719,d7431e,2e-06
1943,train,960d659093ec3107,6210,6ac6fa,2e-06
9595,train,cbad695ef142359c,13981,f0ee12,2e-06
4086,train,d85fa327f4c32fed,3248,1a166a,2e-06
12299,train,10b08a19b391a516,11618,388ec5,2e-06
13640,train,a723d7b2d108105d,5288,882e7d,2e-06
1793,train,a6a0c76ef3e9f076,1003,686935,2e-06
8294,train,1341db19ec65160e,92,e6a1b8,2e-06
683,train,956e0ae6b579908f,12912,fa99bd,2e-06
10970,train,3b428e4e0fb2d760,9083,41fd8e,2e-06
5396,train,6a90abcc439bf3d1,13247,83cc4f,2e-06
3501,train,f1c8d65386c193e8,9621,0ee2f8,2e-06
2564,train,a244714d53aee0a6,7052,c067af,2e-06
12485,train,9c38fc5a7e0909d4,11659,54cdc8,2e-06
194,train,a2621a04f705039b,6637,20206e,2e-06
284,train,bc0d24c85e740a38,14162,9e68fc,2e-06
1637,train,e6dbff8bfede2e0b,4052,aa41cf,2e-06
10787,train,51b2efd384ddb5e8,5174,e7469d,2e-06
7246,train,efa3736bfc4427a8,7265,6972b5,2e-06
6658,train,782196566073a793,1239,34c074,2e-06
9349,train,08a1b438eabb647f,11934,7413e0,2e-06
1678,train,c00b7a024a5ba4e6,5570,00baa4,2e-06
1361,train,e26347004b0599bf,13484,01a80f,2e-06
6678,train,59dab32a87df6b84,9179,a1bafa,2e-06
6247,train,61727787ddd89821,11295,6e1893,2e-06
12666,train,19b23c90f9549102,3203,39aac7,2e-06
8010,train,e97b4e1083104cc3,9159,307140,2e-06
3766,train,9fcd9970c88be83c,440,b8f6f6,2e-06
5670,train,995fa1b187cbc72d,1755,bd7afe,2e-06
2003,train,d4f8826827981689,95,884adb,2e-06
7878,train,b6d705f2f6408440,13830,1bbd99,2e-06
2361,train,7a9d29e016914c97,2193,96c750,2e-06
5130,train,95d044338e60fb4a,4086,1fb87a,2e-06
6318,train,5659b06e7eaa5d38,8763,776ab7,2e-06
201,train,83fd373a8ef5e099,70,02e694,2e-06
9076,train,9664dca03990abe4,6251,c5fc13,2e-06
6132,train,c814db36a1ef94d2,10909,fb1e69,2e-06
8858,train,14a67bd0e1c8ddb2,6567,8e7075,2e-06
10712,train,95619f8119f5f528,8093,c42f30,2e-06
9483,train,91550d5ea1a2376f,14025,2a58e4,2e-06
12546,train,b2055ed4748b7c3f,12918,9c502c,2e-06
4251,train,97a3da1103c9e3e7,9790,2df3c3,2e-06
3424,train,e837a3ca7ef531eb,7994,efdc52,2e-06
8899,train,b96c6242ae28cd05,8980,3ef42d,2e-06
5258,train,6cac728ac5441369,10093,c2222d,2e-06
590,train,b6458ab662dcbb30,10861,e9b85a,2e-06
976,train,bfcaefab6704af75,4586,8f74fc,2e-06
9508,train,bfeeca7ae3b2eb1d,9244,1133de,2e-06
14721,train,cc0af9db8fbf3d1b,4566,e5256c,2e-06
7639,train,179b14675ccc810b,6173,fa75c2,2e-06
3471,train,f91083ce08abf454,5612,02f38f,2e-06
244,train,802abfe184b53690,483,66dc73,2e-06
880,train,de0388aa3b83d392,9899,447275,2e-06
3789,train,f3cc02d53c73b949,5650,3ce5d1,2e-06
10256,train,c30286ae9e238e5d,13397,bb599d,2e-06
148,train,66e8b9e2bec5e2c4,7355,b6ec7a,2e-06
14378,train,2c21c609c97e851d,4578,f164ba,2e-06
5920,train,c6fa0836f20c8f41,2023,e651f7,2e-06
11331,train,6a62e28914de6bad,1071,2cec98,2e-06
11202,train,a6ddd700edb60daf,10937,0486f7,2e-06
312,train,8df50bddea27d4ff,4680,904e42,2e-06
3889,train,2ec65898a9ba0d68,9476,a2499d,2e-06
4819,train,e6fe635bc8d1c475,6738,b9e336,2e-06
3272,train,c6f96c389760a73b,5088,499096,2e-06
7989,train,e5ebc9474c5558aa,211,bf2bcd,2e-06
708,train,4af2788d80dfb025,8838,ec36f8,2e-06
10726,train,3041f254ff59fb10,11165,7f62a6,2e-06
7513,train,af0f1e9f3dcb9011,635,8700da,2e-06
2542,train,b7084c244afb06d2,8276,3e1d60,2e-06
6391,train,efa1df3f6466b903,12823,1597b7,2e-06
3468,train,624854c72b61c498,5258,97e4b0,2e-06
6361,train,c02fc21f8675656b,1531,54c0b4,2e-06
13510,train,3520a56bc5fb200b,13003,6541a0,2e-06
1606,train,beb0ebaa92d6291d,11808,f7e31b,2e-06
4729,train,42b8c0afb5212c59,14481,abb6bc,2e-06
5301,train,316f91fb1a333e7a,1313,75346e,2e-06
14333,train,3d43b461cd10677a,5066,3437a3,2e-06
14131,train,4c0eb8d798d1e13b,10683,a908b3,2e-06
1827,train,9284c0ac2ff7c1b9,4786,09a05d,2e-06
12668,train,276d93b0851e2dd6,7637,8116a0,2e-06
11416,train,086fb85a64f08a7c,13648,f192bd,2e-06
377,train,4ff11db02b76b38a,8434,e847eb,2e-06
7106,train,1799e8eb240160e2,14124,ffe8c5,2e-06
1869,train,616aee2991570f6a,7548,9151ea,2e-06
10694,train,8dbbf5c3f4b9582e,8546,c6eb3f,2e-06
12836,train,4dd08fd4cef20ae0,10050,98b2fb,2e-06
893,train,7306beda705a8c47,4529,ce6a5d,2e-06
4898,train,1170ec050153e8bc,2423,20e2e3,2e-06
9332,train,b5376ee6ebc240fc,2465,d55dfb,2e-06
10827,train,1874a07414989cd2,6940,e40e4e,2e-06
735,train,2e83c4f88d3de4dc,13108,1a2fda,2e-06
12237,train,258bb4a79fb00278,2353,4affa5,2e-06
1375,train,5d66ffcf4788179b,7037,579d8f,2e-06
12194,train,aba0d32560aa4221,9954,3ef9dd,2e-06
1366,train,c44874b24de5fa12,3237,7e486d,2e-06
5950,train,d0f268235bd211e0,7470,c1be17,2e-06
9294,train,b09ab1d76f149c58,6778,285981,2e-06
9872,train,d2660938a81ee6a4,5422,295b3a,2e-06
2357,train,b48938be354c234b,3929,dc7f91,2e-06
1017,train,4e8de5fff24caa1f,3029,952bf4,2e-06
814,train,0e59110fb76c3427,5556,896fff,2e-06
6198,train,d663037b568a5d73,14291,0c4112,2e-06
3709,train,cc393431adbadc64,4093,3b2158,2e-06
13330,train,04e415c9eec6ca59,14101,ae1fc2,2e-06
1287,train,70f3dd42712de7fe,7628,b8926c,2e-06
1804,train,7234f8474d235cbd,9055,5d0566,2e-06
2291,train,a5bfb40d5b025d7e,10411,33470b,2e-06
7703,train,65f1714272ff3ab4,3138,08584d,2e-06
10655,train,c8a4da783d09a7f6,5325,b94de6,2e-06
5287,train,effa61a5f189ac14,3279,51875c,2e-06
9475,train,118ea99bde43bc62,875,a8d825,2e-06
3172,train,b6ba295a7a3f3c35,3886,802970,2e-06
9383,train,e649394ba27796bb,7222,d78452,2e-06
13064,train,17a64f89193fb1ac,415,221a52,2e-06
652,train,dd4bcfa8fb5d2c66,13529,c79e4d,2e-06
8552,train,1f2dc4805b5757b7,9071,a87993,2e-06
14730,train,823ca55b60622496,11791,b0bbd5,2e-06
1499,train,4ec3371b98cb68bf,8568,f0cea0,2e-06
9161,train,82abe91f00d8e854,14093,860ecd,2e-06
5734,train,b20e0a3398f2af19,7892,cb975d,2e-06
14036,train,83cf8f08dd6d75fd,13698,cc55e6,2e-06
3275,train,0f62a9b978b7a9e4,5498,d7b65f,2e-06
3925,train,d98e2d64e2bfc580,10672,72a549,2e-06
5167,train,0a3084f45defad29,8696,0412d1,2e-06
2430,train,5aaa7e8c9619c956,2041,3ae332,2e-06
14550,train,7d369a279d890900,5927,5ef7ab,2e-06
6125,train,39c8183787209720,1539,cb10e2,2e-06
1945,train,a4907c26a7fe526e,4485,d98fed,2e-06
4704,train,5883bff8c1621961,5871,d87d1c,2e-06
1442,train,ce00fbb10aa2b8a4,13224,d0077f,2e-06
1350,train,d6f6ab72367d92b0,8759,13b841,2e-06
2083,train,f59305f3d52341bc,3415,eff71b,2e-06
8831,train,ae649790d3f37b2d,13336,3bb1a0,2e-06
14871,train,1b0a930a7b2c7a08,14325,d79701,2e-06
6785,train,16f609cdb3c74d60,10443,089a75,2e-06
10819,train,a739a77d173109ef,389,58fe2b,2e-06
6627,train,900ecc21933c4204,12350,0056db,2e-06
8402,train,6e79505e95c8af0e,10120,078be0,2e-06
9724,train,dcd0d157e86bafb3,11270,95f11b,2e-06
6636,train,7782f360e6dec65d,14549,a62fb3,2e-06
3442,train,6119df1c76a0140e,11035,877cd4,2e-06
2310,train,3ecc94a80ed6d8e2,9793,cf9a45,2e-06
8460,train,9460eb73513828c0,7296,3bfaeb,2e-06
8865,train,a39e1fdd5801ef5c,4025,af2017,2e-06
11188,train,223d0b13fc95f6ea,2766,a5394a,2e-06
1876,train,bfd8d1c16dec8727,2113,b1691f,2e-06
6883,train,23247e13583e97fe,1773,7a870b,2e-06
3715,train,bc2226078b2f9758,10940,b5e6f5,2e-06
5585,train,5430e9810b43a158,5904,01c9e1,2e-06
4916,train,80f6110ce44f58dd,452,d41432,2e-06
9608,train,521650c52224ea2d,13503,98d697,2e-06
3126,train,84501b752fa5fb0f,9311,1fe2c8,2e-06
3692,train,a7decdca34cd18e5,488,cf896c,2e-06
5893,train,66217870b10fcf53,13252,5c4b4d,2e-06
9820,train,84ac4f747d9093c0,6098,967f54,2e-06
8569,train,efcf0f95d08ad06e,1863,47c603,2e-06
13102,train,1406e2c909cc3f1d,827,16d041,2e-06
489,train,9fc73a50250d4d22,9813,8145b5,2e-06
2491,train,28bf24d1e94c1a71,7931,dd8090,2e-06
798,train,bbb8c82a56110d9b,6694,903beb,2e-06
13225,train,3cdfe82df22ad125,13699,e3fb39,2e-06
7574,train,4d10e958467c75ed,14239,57eb1f,2e-06
7642,train,f4cc946f5bf0b89c,9401,77a646,2e-06
12603,train,1f77c7a331131b1b,11910,475684,2e-06
1388,train,42ef9bf77e7fc371,2070,72bacc,2e-06
6459,train,2657ebe7987fcdf0,8040,f62d54,2e-06
11688,train,b5c9ea713ef505d8,10482,344ed9,2e-06
8846,train,37e24f958464d251,1150,6a456d,2e-06
12060,train,a44e9e06f0363999,1179,3b502a,2e-06
11162,train,47ce93fcd366691c,6786,fc6996,2e-06
13846,train,a9011ae98451e611,2970,0aa497,2e-06
3873,train,00b2a717082d6d04,7119,555a09,2e-06
11103,train,474cea2aafc9e170,18,bc1f10,2e-06
13087,train,79ddc395ec49d825,10457,52e5e0,2e-06
910,train,dc5acea3651c75f5,9211,c499fd,2e-06
1702,train,b84f6b68ecb43b7a,8455,bacf89,2e-06
12389,train,0051ac85adfbbeb1,12144,8dd5fa,2e-06
9888,train,de7fda6120588b8a,6762,03d20f,2e-06
13521,train,8cce401f364206ab,7832,369fb7,2e-06
7929,train,27c8bda9602e74ed,3071,c4956d,2e-06
6931,train,318f6a43662eac7a,10021,107452,2e-06
1805,train,a96da07f37bed922,3524,17e715,2e-06
2044,train,fe1e09a9ccc9cfaf,9413,f18685,2e-06
43,train,d0eb1f0b4af4fb02,5851,2c3a6e,2e-06
12121,train,0270121a34227a52,13090,fe1a81,2e-06
4199,train,249e9e744cdf37d6,9699,ca2479,2e-06
8609,train,b4da59b6f0c72d6f,6707,c8ea61,2e-06
1125,train,1f74ea1a9609a908,14459,f32e5b,2e-06
8926,train,a91ef6eb687add5f,2876,5705f6,2e-06
10910,train,ae92234c507d572b,7234,91bb51,2e-06
3520,train,4a5b1859dc70c6b6,1946,c35c98,2e-06
13085,train,40dcb2dc89f640f7,4958,71e742,2e-06
660,train,13b0114268ae41f7,7283,1d45fc,2e-06
13776,train,ed13a5566816a933,13337,a7ccc4,2e-06
9898,train,e6d0ba99dc9e1396,3594,0d15b7,2e-06
35,train,43f7fa219bda232d,6366,e64dc7,2e-06
10459,train,124581dcceb5fb9b,10283,3408ad,2e-06
14039,train,f5d5acc707aa1729,541,655ac7,2e-06
12038,train,e07d3d2748cd3742,2298,372608,2e-06
14358,train,8f0d913f7b18193a,6693,1836f6,2e-06
9486,train,05c2d372a71850d4,9902,4e7d36,2e-06
531,train,ebbbe55bf503e9a5,8023,58ed56,2e-06
3419,train,fb9e2d6a6ded6810,1981,620193,2e-06
8043,train,226d653aa82517d5,10108,c1134b,2e-06
3150,train,7a4556620fcdb771,2214,feb345,2e-06
12557,train,38a017a64d2fd22a,7785,02f163,2e-06
7127,train,620d274bf428a448,2523,26cf49,2e-06
23,train,460af30146dd6f55,9601,768fcb,2e-06
9894,train,84d1d9c9f8a6134b,3675,74ee63,2e-06
6990,train,3403040ce3432404,11471,47ad76,2e-06
6656,train,f04dd160879393b5,346,0ca93a,2e-06
4215,train,264b4a20d1962ee7,13852,46912f,2e-06
8329,train,b9c1356c72907e36,9447,1bcd8b,2e-06
7983,train,61a0e559cf240442,7568,fa5db2,2e-06
9040,train,5ed923c827361f50,4047,ba0833,2e-06
10289,train,bab7e3d22fa2f44c,13211,a1a646,2e-06
6334,train,d893c53e7ee13ab1,2990,1f09dc,2e-06
801,train,ea94e04766e8f2ad,5124,dcc26d,2e-06
9047,train,e9434217abc088ae,12033,fdda07,2e-06
1654,train,0c0f52be4d6b1071,359,59144b,2e-06
7751,train,fd6572061b102817,7254,da9d8c,2e-06
8380,train,1da99c14d01664a0,3430,c77237,2e-06
14709,train,bde7732d16a90bcf,6514,fa1122,2e-06
6328,train,8985bd6c24c3e997,4483,73b15c,2e-06
8220,train,8ef054a96c115ff2,271,f18c1b,2e-06
71,train,89c725793feb3c16,11574,3b20b4,2e-06
11615,train,4ba4524b8110345c,5116,1d397e,2e-06
9042,train,e032f22919bb01f5,12173,d6b914,2e-06
9949,train,dba7f12ef6b0cf9a,8857,a8e9e2,2e-06
14542,train,66306fcc2a414afd,11853,6d982c,2e-06
5692,train,d115ce1e09119488,9291,74f75d,2e-06
14826,train,e8398e41b8b1b03a,9006,ece845,2e-06
5722,train,7b3f31d14ae1debf,3392,427211,2e-06
7170,train,534bf4cf62326cf0,5353,24df26,2e-06
13027,train,8a25dc436e97cbe9,3136,30e284,2e-06
11886,train,9660951dd7702f94,6373,21e361,2e-06
4383,train,1f0d8b6e5b5057e9,1844,e4a43f,2e-06
12551,train,2ef1076d413c29b8,7418,b87acd,2e-06
10959,train,086027e6764067f7,9834,ee30f3,2e-06
13844,train,26d4e2a0fb4a092d,10236,c6bdad,2e-06
1675,train,cb10252adf102d83,7038,4ab424,2e-06
11631,train,e83d327058135bc6,5209,d3dc9b,2e-06
7871,train,c05621fc08c78add,2893,30bf5d,2e-06
6060,train,96ed14c998a8160f,548,beed79,2e-06
6928,train,6b585b96cc7ebccf,1130,e7fda5,2e-06
4640,train,6f89ce72992dc229,5811,564065,2e-06
11437,train,687d5ede204d6280,5035,757b34,2e-06
9012,train,02521ed204dad725,13778,f0878e,2e-06
10772,train,dec940edea07481b,11021,3634d9,2e-06
5031,train,1d0252acdad93119,6355,0fbb24,2e-06
13946,train,fe160c1088a020aa,2727,17955e,2e-06
788,train,530f411c9d60f8a1,6785,90e0ed,2e-06
6268,train,40ddfa90398d5010,8349,b25efb,2e-06
6217,train,f8371d32159e68bb,3375,424e59,2e-06
4959,train,cf7c7fe88dfe86bc,11718,8b6438,2e-06
9130,train,6a284c1918e37e72,8606,7bb974,2e-06
10473,train,0813f92ccb4862d8,5634,4f58e4,2e-06
12655,train,a0a2aa9f613ba853,1223,ff8160,2e-06
4125,train,af011b2f312944de,13872,95ed2b,2e-06
13141,train,a4fb80e6f7ede1d9,4385,9e732e,2e-06
7147,train,b301732bdf197136,9300,91a9ad,2e-06
9008,train,1b498a8c156c6dd6,13730,1638e0,2e-06
9435,train,b442dd9c395e6321,4444,3e99e3,2e-06
14478,train,52eae25598bfa183,10172,094eb4,2e-06
3128,train,9cbbfc1cc0413138,7557,73f2e9,2e-06
7600,train,82dad8b68c539616,3623,fbaeaf,2e-06
11366,train,6f4372f5fd8c08dd,1991,c7f1e6,2e-06
12504,train,549b5620fad04875,5877,bb935e,2e-06
316,train,57f42b94283298eb,5506,9cd114,2e-06
1523,train,81024bcb49825343,14034,1afb70,2e-06
5727,train,3a7f88848c354875,8126,40cc58,2e-06
2255,train,64851668e5bad8f2,6598,543fe7,2e-06
6811,train,e598156597ef05f4,10866,19df77,2e-06
13338,train,5effb54c56412740,1193,bf809f,2e-06
10814,train,1bba64914d6a3c00,2788,a10cbb,2e-06
1833,train,cb5cc3e251dc7938,6525,483a43,2e-06
12701,train,d359a55db04c6274,936,14addc,2e-06
5217,train,ce2accff6f8c5954,3080,a7e6e8,2e-06
11283,train,d2ae887ed31ae8d0,11489,14b8c7,2e-06
3921,train,c5d4d3f4c70b6e43,9206,2be530,2e-06
9381,train,4e0059f021e316bd,1294,8d6c2e,2e-06
12961,train,49f389526cb20477,1139,345add,2e-06
11621,train,fb310991a768d145,1226,1947f8,2e-06
8948,train,a37a7f97da96dd58,8147,3382d1,2e-06
12739,train,c9edd142a7a2c400,9945,f4ab3e,2e-06
7180,train,233afa6c0a0af945,9434,1aef0e,2e-06
3740,train,e8245360bb3080c7,3474,88f918,2e-06
9943,train,59d847d2bf809fca,9887,df8e96,2e-06
2233,train,98355d9bd5b27603,5000,011505,2e-06
2906,train,81edde6856eaacd1,13874,17e3cb,2e-06
12845,train,63ff624513a2a0b9,5162,9680f4,2e-06
8398,train,39360b980918a609,10529,1ca578,2e-06
4658,train,059ab726dac68643,7021,751910,2e-06
1888,train,80280431b0a5d1c0,1967,dcd90a,2e-06
3996,train,8212ce9c4fafd304,12343,ac4670,2e-06
4454,train,99cf85cbb4868571,2761,03b1c2,2e-06
4573,train,4b2e31b2563afe1b,11321,8d713d,2e-06
12332,train,a87e2486bedc8f66,3596,db427c,2e-06
11478,train,4ba7ace911bc752d,10154,55b49a,2e-06
11786,train,f6519b49ef12564d,8817,87bb98,2e-06
630,train,8212eb73e850108a,8162,bf4490,2e-06
9963,train,67323e1de677eb34,3582,1e6f87,2e-06
2957,train,2d9776b00124ede9,10498,bdf261,2e-06
4730,train,67bf98024e856fa4,2177,e2172d,2e-06
859,train,42891884cba54ebb,4029,9e6c22,2e-06
13962,train,c6fe298b6ad3a9a9,5504,cec3e3,2e-06
14537,train,3f0498266a4f28b8,4975,0e1e92,2e-06
7771,train,3dc8408a5550cada,1259,fb633b,2e-06
13536,train,0b3b376126627cae,1866,48eaf8,2e-06
9153,train,784592165be3051c,2345,5f196a,2e-06
6059,train,af998ce9e9b88137,8141,ecefa2,2e-06
11997,train,516e03ee4f286828,11759,544360,2e-06
6398,train,e0a35edc2a427880,7995,a3f288,2e-06
1437,train,58c42bcc3513ba97,11274,5f3eb3,2e-06
2208,train,85d78612280ff605,6253,9264de,2e-06
6802,train,bf3f76fb86b82f73,546,09bc2b,2e-06
4271,train,21c8f4fe4c4f059f,14416,a553ea,2e-06
13345,train,3008878230832a69,5240,f50c92,2e-06
9900,train,372c79bde1649d92,9032,ce55a0,2e-06
